리뷰번호,리뷰작성일시,작성자종류,주문번호,리뷰평점,상품명,상품코드,리뷰내용,지급완료적립금액,구매옵션,작성플랫폼
7503,2025-01-07 21:19,회원,20250101-0000164-01,5,호안오닉스 팬텀골드,P0000BWS,디자인 너무 이쁘고 2025년 행운 다 받고 좋은일만 일어나고 돈복 다 받을거같아요,600,M,알파리뷰
7504,2025-01-08 2:39,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"
	사이즈도 딱 맞고 맘에 들어요~

				
				
(2025-01-07 10:29:41 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7505,2025-01-08 2:48,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	사이즈 2센치 길게해서 주문하니 딱좋네요. 빨간색이 포인트되서 좋아요. 물고기가 자녀운이 좋게한다고해서 이왕이면 물고기 있는걸로 골랐어요 넘맘에듭니다

				
				
(2025-01-07 12:48:33 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7506,2025-01-08 9:05,NPAY 비회원,20250101-0000423-01,5,호안오닉스 팬텀골드,P0000BWS,"사이즈보다 1cm 크게주문해야되요.
딱맞네요..",600,L,알파리뷰
7509,2025-01-08 19:13,회원,20250104-0000332-01,3,오닉스 케어체인,P0000CGV,사이즈도 적당하고 이쁘네요. 체인이다보니 풀고 차는게 조금 번거롭네요,600,M,알파리뷰
7512,2025-01-08 19:43,비회원,20250105-0000535-01,5,호안스트랩 리코스톤,P0000CGN,사이즈도 좋고 예쁘네요.,600,XL,알파리뷰
7515,2025-01-08 19:59,회원,20250106-0000224-01,5,팬텀골드 커플세트,P0000CHR,너무이쁘고 좋아요♡♡사진보다 실물이 더이뻐요~,1100,XL/XXL,알파리뷰
7518,2025-01-08 20:55,회원,20250101-0000334-01,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,너무이쁘네요^^사이즈도 딱좋고 대만족입니당  남편꺼도 주문해줘야겠어요,600,S,알파리뷰
7520,2025-01-09 6:33,비회원,20250102-0000197-01,5,팬텀골드 커플세트,P0000CHR,완전 이쁩니다^^,300,L/XL,알파리뷰
7528,2025-01-09 21:30,NPAY 비회원,20250106-0000417-01,5,팬텀골드 커플세트,P0000CHR,너무이뻐요~잘하고다닐꺼같아요~,600,XXL/L,알파리뷰
7529,2025-01-09 21:39,회원,20250107-0000277-01,1,자마노 아가페스톤,P0000CHD,"제가 잘못측정한건지 사이즈가 너무 크네요 ㅜㅜ
이게 엠사이즈가 제대로온건지 확인하고싶어도
확인불가해서....",1100,M,알파리뷰
7531,2025-01-10 7:31,회원,20250104-0000458-01,5,호안오닉스 팬텀골드,P0000BWS,생각보다사이즈가작은거말곤만족😊,600,L,알파리뷰
7534,2025-01-10 11:31,NPAY 비회원,20250104-0000036-01,5,비전스톤 커플세트,P0000CIW,너무 이뻐요 다른것도 구매하려고 매일 보고 있어요,1100,XS/XS,알파리뷰
7535,2025-01-10 17:05,회원,20250107-0000403-01,5,자마노 아가페스톤,P0000CHD,남자가 하기에도 좋아요 다른걸 하나더 사고싶은데...뭘사야하나^^,1100,XL,알파리뷰
7537,2025-01-10 19:32,회원,20250106-0000232-01,5,팬텀골드 커플세트,P0000CHR,"딸셋과 저랑 같이 커플로 했어요 ㅋㅋㅋ
이쁘네요~~^^",600,XL/XL,알파리뷰
7538,2025-01-10 21:55,회원,20250108-0000324-02,5,아가페스톤 커플세트,P0000CHB,레이어드로 이뻐요  살짝 큰느낑이지만 괜찮인요,1100,오닉스 XL/자마노 L,알파리뷰
7539,2025-01-10 21:56,회원,20250108-0000324-01,5,자마노 아가페스톤,P0000CHD,딸이랑 커플로 주문했어요  이뻐요,1100,M,알파리뷰
7541,2025-01-11 19:02,회원,20250109-0000191-01,5,호안오닉스 팬텀골드,P0000BWS,좋은 일만 가득하길요~,600,S,알파리뷰
7543,2025-01-11 20:08,회원,20250109-0000107-01,5,아이아게이트 디오스톤,P0000BGY,디자인이 예뻐서 구매했어요,600,L,알파리뷰
7548,2025-01-13 11:04,회원,20250106-0000193-01,5,아멘티 포르테스톤 세트,P0000BLR,"사이즈미스로 다시 주문했네요.
남친 먼저 사주고 
저도 샀어요.예뻐요.맘에들어요.기존에 제 팔찌랑 같이 착용해도 잘 어울리네요",1100,S,알파리뷰
7549,2025-01-11 2:40,시스템수집,,5,자마노 레브스톤 4mm,P0000BLN,딱맞고 맘에 쏙듭니다(2025-01-10 00:06:09 에 등록된 네이버 페이 구매평),0, ,CAFE24
8325,2025-04-29 2:40,시스템수집,,4,아가페스톤 커플세트,P0000CHB,"가족들의
건강과 행복
즐거운 일만 가득합니다
디자인도 예뻐요(2025-04-28 00:06:27 에 등록된 네이버 페이 구매평)",0,,CAFE24
8326,2025-04-29 2:40,시스템수집,,4,자마노 아가페스톤,P0000CHD,"가족들의
건강과 행복
즐거운 일만 가득합니다
디자인도 예뻐요(2025-04-28 00:06:39 에 등록된 네이버 페이 구매평)",0,,CAFE24
7552,2025-01-14 19:42,회원,20250111-0000263-01,5,오닉스 아가페스톤,P0000CHC,좋아요 하나더 구매해서 두개차고 다녀요,1100,XL,알파리뷰
7553,2025-01-14 19:43,NPAY 비회원,20250111-0000566-01,5,아레테스톤 커플세트,P0000CHM,너무 이쁜데 사이즈를 잘못주문해서 좀 크네요 ㅠ 일반여성분들 손목엔 M을 하셔야할듯합니다 흑흑,600,호안크리스탈 L/호안크리스탈 XL,알파리뷰
7561,2025-01-15 19:33,NPAY 비회원,20250112-0000511-01,5,호안오닉스 카네스톤,P0000BBQ,재구매 하였는데도 너무 마음에 듭니다 사업번창 하세요,600,S,알파리뷰
7562,2025-01-15 19:36,비회원,20250113-0000284-01,5,이터널 레더 키링,P0000CHU,"다음주 남자친구랑 백일인데 최근에 접촉사고가 났어요 ㅎㅎ; 액땜겸 남자친구가 백호를 엄청 좋아해서 또 호안석이기도 하고 겸사겸사 주문했는데 
오늘 받았거든요? 예쁩니당 ㅎ 일단.. 선물 받는 사람 반응은 모르지만 아마 좋아할것 같습니당 번창하시구요 예쁜 제품 감사합니다~",600,브라운 호안석,알파리뷰
7564,2025-01-15 19:45,NPAY 비회원,20250113-0000471-01,1,아가페스톤 커플세트,P0000CHB,같은게 두개가 왔어요ㅠㅠ,1100,오닉스 XL/자마노 M,알파리뷰
7565,2025-01-15 20:16,비회원,20250113-0000544-01,5,호안오닉스 팬텀골드,P0000BWS,배송도 빠르고 너무 이쁘네요~ 잘 산거같아요. 선물용으로 손색이 없을꺼같네요,1100,S,알파리뷰
7566,2025-01-15 21:01,회원,20250113-0000571-01,5,호안석 트레스톤,P0000BHB,빠르게 배송와서 좋았는데 품질이 생각 이상으로 좋고 이쁘네여 항상 잘 착용해야겠네요,600,L,알파리뷰
7567,2025-01-15 23:22,회원,20250111-0000644-01,5,아가페스톤 커플세트,P0000CHB,"좋아요!
세모녀 커플탬",1100,자마노 XS/자마노 S,알파리뷰
7568,2025-01-16 7:44,회원,20250114-0000101-01,1,플렌티스톤 커플세트,P0000CIX,"저녁에 배송받아
아침에 손씻는데
줄이터져 구슬이 사방으로 ㅠ
몆시간 착용하고
이렇게 허슬하게 
만들수있는지
실망스럽고
A/S신청해보겠지만
성의있게 해줄런지",600,L/S,알파리뷰
7569,2025-01-16 11:54,NPAY 비회원,20250113-0000334-01,5,호안크리스탈 아레테스톤,P0000CHN,"인스타에서 우연히 보고 맘에 들어서 주문했는데 실물이 훨씬 예쁘구 맘에 들어요!! 사이즈도 딱 적당해요!!
매일 착용해야겠어요.. ㅎㅎㅎ",600,M,알파리뷰
7572,2025-01-16 16:41,회원,20250115-0000142-01,5,호안 헬리오스 아우라 세트,P0000BWR,"너무 이뻐여 기대이상이라 리뷰쓰러왔어요
고민하지마시구 바로 사세요!! 
사이즈도 딱 맞는데
오빠가 살짝 걱정이긴해여 전 여유로운데ㅋㅋ
종류별로사러올게요~",1100,S,알파리뷰
7574,2025-01-16 19:35,NPAY 비회원,20250114-0000665-01,5,호안닉스 리치스톤,P0000BPP,"두번째 구매입니다.
디자인도 이쁘도 착용감도 좋아요.
오래차서 줄이끈어져서 알들을 잊어버려서 다시 구매합니다.",1100,XL,알파리뷰
7776,2025-02-11 2:41,시스템수집,,4,호안크리스탈 아레테스톤,P0000CHN,과하지 않고 데일리로 잘 착용하고 있습니다!(2025-02-10 08:59:15 에 등록된 네이버 페이 구매평),0, ,CAFE24
7578,2024-12-20 19:42,시스템수집,,5,자마노 아가페스톤,P0000CHD,"디자인이 이뻐요
착용감도 좋아요",0, ,CAFE24
7579,2025-01-17 13:17,NPAY 비회원,20250115-0000038-01,3,자마노 아가페스톤,P0000CHD,의미나 뜻때문에 구매한거라 큰기대는 없었는데 괜찮네요. 원래 보석도 붉은 루비쪽 보다는 사파이어나 오닉스  선호하는편이었는데 생각보다 괜찮아요.,600,M,알파리뷰
7580,2025-01-17 18:52,회원,20241223-0000450-02,5,페리스톤 커플세트,P0000CHE,깔끔하고 너무 예뻐요  생각보다 크기가 작아서 더 좋네요 ~,1100,라피스라줄리 M/라피스라줄리 L,알파리뷰
8623,2025-05-23 2:39,시스템수집,,4,자마노 아가페스톤,P0000CHD,"다들 이쁘다 해요. 16센티 치고 다른 팔지보단 타이트 한듯 (같은 16센티 팔찌)

				
				
(2025-05-22 08:33:07 에 등록된 네이버 페이 구매평)",0,,CAFE24
7583,2025-01-18 19:44,NPAY 비회원,20250114-0000650-01,5,호안오닉스 카네스톤,P0000BBQ,"두번째 구매입니다.
디자인도 이쁘도 착용감도 좋아요.
오래차서 줄이끈어져서 알들을 잊어버려서 다시 구매합니다.",1100,XL,알파리뷰
7585,2025-01-18 19:59,NPAY 비회원,20250116-0000394-02,1,팬텀골드 커플세트,P0000CHR,별로..,300,S/L,알파리뷰
7587,2025-01-19 0:33,회원,20250117-0000128-01,5,골드자마노 루미나스톤,P0000BXR,예쁘네요.생각한그대로에요. 매일 착용하는 팔찌랑 어울려서 좋네요 사은품으로주신 키링도 예뻐요. 가방에 걸고다닐게요,1100,S,알파리뷰
7589,2025-01-19 9:27,NPAY 비회원,20250117-0000170-01,5,호안석 골드 플렌티스톤,P0000BPL,사이즈도 좋고 빠른 배송과 친절 상담이 너무 좋았습니다.,300,L,알파리뷰
7595,2025-01-20 21:29,NPAY 비회원,20250117-0000170-02,5,호안석 골드 플렌티스톤,P0000BPL,"사이즈 때문에 상담 받았는데 친절하게 잘 상담해 주셨어요.
상담 받고 주문했는데 하루만에 왔어요~친절한 서비스에 빠른 배송까지 너무 좋았습니다~함께 보내주신 키링도 너무 좋아요~
감사합니다~잘 하고 다닐께요~^^",1100,S,알파리뷰
7601,2025-01-22 1:47,회원,20250119-0000105-01,5,팬텀골드 커플세트,P0000CHR,"헤어졌지만 행운을 빌어주고싶어서 구매했고 일단 저는 오늘 착용했어요 실물이 너무 예뻐요~
상대방한테 보낼지말지는 고민이지만 그래도 후회없을정도로 마음에 쏙 듭니다!! 행운이 깃들길..",1100,M/XL,알파리뷰
8160,2025-04-05 2:48,시스템수집,,4,아쿠아마린 페리스톤,P0000CHG,"디자인도 좋구
손목에 꼭맞네요~(2025-04-04 20:33:03 에 등록된 네이버 페이 구매평)",0,,CAFE24
7603,2025-01-22 2:53,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"
	사고싶었는데
와서보넘이쁘네여

				
				
(2025-01-21 13:54:21 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7604,2025-01-22 10:56,시스템수집,,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,상품잘받았 습니다 포장도 꼼꼼하게 해주시고 감사합니다 예쁘요(2025-01-16 04:56:55 에 등록된 네이버 페이 구매평),0, ,CAFE24
7605,2025-01-22 10:56,시스템수집,,5,아레테스톤 커플세트,P0000CHM,오..이쁜데 원석이라 착용하자마자 차가워서 놀랬구요 ㅋㅋㅋ 사이즈가 커서 또 놀랬구요..근데이뻐요(2025-01-14 16:46:06 에 등록된 네이버 페이 구매평),0, ,CAFE24
7606,2025-01-22 10:56,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"커플로 했는데 너무 좋아요 ㅎㅎ
남자친구가 착용도 잘해주고 불편함도 없어서 좋다고 하네요 ㅎㅎ(2025-01-18 18:29:40 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7607,2025-01-22 10:56,시스템수집,,5,자마노 아가페스톤,P0000CHD,이뻐요^^ 배송도 빠르네요~~^^(2025-01-15 17:35:04 에 등록된 네이버 페이 구매평),0, ,CAFE24
7608,2025-01-22 10:56,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"딱맞는게좋아서 여유1센티주문했는데
 딱좋아요(2025-01-14 19:05:33 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7609,2025-01-22 10:56,시스템수집,,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,예뻐요 좋아요 가격저렴 잘맞아요 적극추천(2025-01-20 01:28:25 에 등록된 네이버 페이 구매평),0, ,CAFE24
7610,2025-01-22 10:56,시스템수집,,3,자마노 레브스톤 4mm,P0000BLN,"
	원석이라 하기엔...그냥 플라스틱 같아요ㅜㅜ

				
				
(2025-01-15 00:12:55 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7611,2025-01-22 18:14,회원,20241219-0000177-02,5,팬텀골드 커플세트,P0000CHR,"가족 크리스마스선물로 했어요. 
너무 예뻐요.",1100,L/XL,알파리뷰
7619,2025-01-22 20:04,NPAY 비회원,20250119-0000658-01,5,자마노 아가페스톤,P0000CHD,실물이 훨씬 예쁘네요~마음에 쏙 들어요♡,1100,S,알파리뷰
7625,2025-01-23 2:44,시스템수집,,5,자마노 아가페스톤,P0000CHD,"포장도 예쁘고 팔찌도 열쇠고리도 다 이쁘네요
자식이 잘되길 빌어보면 착용할께요 착용감이 부드러워요(2025-01-22 08:05:18 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7632,2025-01-23 20:58,NPAY 비회원,20250121-0000220-01,5,팬텀골드 커플세트,P0000CHR,좋은 기운을 주리라는 기대로 신랑과 함께 착용하려고 구매했는데 일단은 예쁘네요. 타브랜드 보다 살짝 가격대가 있지만 그만큼 더 좋은 기운이 있으리라 기대해 봅니다.,600,S/XL,알파리뷰
7636,2025-01-24 2:44,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"
	새해 좋은̤͓ 기운을 받게해주세요̊̈

				
				
(2025-01-23 10:11:50 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7637,2025-01-24 3:23,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	착용하기 편하고 좋아요
 귀여운 물고기 팔찌 ~
편하고 좋네요

				
				
(2025-01-23 19:31:56 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7638,2025-01-24 3:34,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"
	배송이 엄청빠르고 좋았어요!!
너무이뻐요... 키링도 너무이쁘고 그냥 다이뻐서 너무맘에들어요 제손목을 못믿어서 한사이즈좀 크게했는데 너무마음에드네요!
다른제품도 구매하러올게요 번창하세여

				
				
(2025-01-23 21:03:00 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7640,2025-01-24 17:33,회원,20250123-0000122-01,5,호안오닉스 팬텀골드,P0000BWS,넘 맘에 들어요. 회사 두분꺼 추가 주문 하러 갑니다,1100,M,알파리뷰
7641,2025-01-24 19:32,NPAY 비회원,20250122-0000481-01,5,자마노 아가페스톤,P0000CHD,생각보다 더 맘에 들어요. 사이즈도 딱 맞네요.,600,M,알파리뷰
7642,2025-01-24 19:47,회원,20241225-0000486-01,5,아가페스톤 커플세트,P0000CHB,"너무이뻐요 
의미도좋아서 더 소중합니다",1100,자마노 XS/자마노 M,알파리뷰
7645,2025-01-25 2:46,시스템수집,,5,카네스톤 커플세트,P0000CHT,사이즈 및 디자인도 너무 좋은거 같습니다.(2025-01-24 15:23:19 에 등록된 네이버 페이 구매평),0, ,CAFE24
7646,2025-01-25 2:48,시스템수집,,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,상품잘받았 습니다 포장도 꼼꼼하게 해주시고 감사합니다 챙겨주신 사은품 감사합니다   ^^(2025-01-24 19:26:03 에 등록된 네이버 페이 구매평),0, ,CAFE24
7648,2025-01-25 19:09,비회원,20250124-0000060-01,5,터키오닉스 니케스톤,P0000BLD,너무 맘에 들어요 아주 좋아요,600,M,알파리뷰
7651,2025-01-26 3:12,시스템수집,,5,호안닉스 아르켄스톤,P0000CJI,"
	젤작은거살걸 그랬네요 좀커요ㅎ 알사이즈 작아서 맘에들어요

				
				
				
				
(2025-01-25 16:57:20 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7652,2025-01-26 5:34,NPAY 비회원,20250123-0000066-01,5,팬텀골드 커플세트,P0000CHR,너무 예뻐요~ 오래오래 안끊어지고 튼튼했으면 좋겠습니다^^!!,1100,M/XL,알파리뷰
7653,2025-01-27 2:40,시스템수집,,5,팬텀골드 커플세트,P0000CHR,커플로 구입했어요 너무 이쁩니다 좋은일이 있었으면 좋겠네요(2025-01-26 01:12:14 에 등록된 네이버 페이 구매평),0, ,CAFE24
7655,2025-01-29 2:40,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"심플하고 예뻐요~~^^ 
좋은 일들이 많이 생기면 좋겠네요~~^^(2025-01-28 06:32:35 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7657,2025-02-01 11:34,회원,20250110-0000463-01,5,팬텀골드 커플세트,P0000CHR,"생각보단 덜 예쁜데 커플템으로 좋아요
근데 제껀 잃어버려서 또 주문해야해요
금새 어디로 사라졌는지 없네요
고무줄보단 고리가 있었음 더 좋았읗듯요",600,XL/XL,알파리뷰
7663,2025-02-02 2:40,시스템수집,,5,플렌티스톤 커플세트,P0000CIX,예뻐요 심플하고 스트레스완화효과있는것같아요(2025-02-01 01:15:27 에 등록된 네이버 페이 구매평),0, ,CAFE24
7664,2025-02-02 2:43,시스템수집,,2,호안스트랩 리코스톤,P0000CGN,줄이 금방 끊어져서 성의없이 만들었다는 생각이 드네요 ㅠㅠ(2025-02-01 12:23:04 에 등록된 네이버 페이 구매평),0, ,CAFE24
7665,2025-02-02 2:43,시스템수집,,2,레브스톤 포르테스톤 세트 4mm,P0000BLS,넘 기대를 많이 했나봐요~ 선물로 주신 키링이 더 마음에 드네요~(2025-02-01 13:40:50 에 등록된 네이버 페이 구매평),0, ,CAFE24
7666,2025-02-02 2:43,시스템수집,,5,자마노 레브스톤 목걸이,P0000BQL,딱 좋은 사이즈 좋아요 빠른 배송 감사합니다(2025-02-01 14:06:46 에 등록된 네이버 페이 구매평),0, ,CAFE24
7667,2025-02-02 2:43,시스템수집,,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,레드블랙 좋아요 빠른 배송 감사합니다(2025-02-01 14:07:24 에 등록된 네이버 페이 구매평),0, ,CAFE24
7668,2025-02-02 3:13,시스템수집,,5,아이아게이트 디오스톤,P0000BGY,"
	몇번 주문했지만 매번 정성스럽게 열심히 사업하시는 모습에 감동입니다. 소중히 잘 착용할께요. 감사합니다.

				
				
(2025-02-01 18:14:51 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7671,2025-02-04 19:08,회원,20250126-0000232-01,5,자마노 레브스톤 4mm,P0000BLN,맘에 쏙드네요~~ 제것도 또 구매하려고요,800,S,알파리뷰
7673,2025-02-04 19:27,회원,20250124-0000503-01,5,아가페스톤 커플세트,P0000CHB,세트로 구매했는데 사이즈 좋고 이뻐요..,1100,오닉스 M/자마노 S,알파리뷰
7677,2025-02-04 20:05,회원,20250124-0000365-01,5,호안오닉스 팬텀골드,P0000BWS,"회사 직원분들 요청으로 사드렸는데 이어 하나 더
주문했어요",600,M,알파리뷰
7686,2025-02-05 2:46,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"
	너무너무너무 예뻐용♡

				
				
(2025-02-04 11:13:01 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7687,2025-02-05 19:13,회원,20250129-0000331-01,5,호안오닉스 팬텀골드,P0000BWS,만족합니다. 기존에 팔찌들이너무. 두꺼운거에 비해 디자인이 이쁘내요^^,600,XXL,알파리뷰
7688,2025-02-05 19:18,NPAY 비회원,20250127-0000194-01,5,자마노 아가페스톤,P0000CHD,살짝작은거 같지만 이뻐요 아이가 잘된다는 소리에 급구매했어요. 좋은일만 생기길~~♡♡,1100,M,알파리뷰
7689,2025-02-05 19:28,NPAY 비회원,20250130-0000464-01,5,디펜 마제스톤 세트,P0000BPK,아주 이쁩니다 심플해서 데일리로 너무 좋네요 기다렸던만큼 이뻐서 좋습니다 이쁘게 사용할게요!,600,L,알파리뷰
7699,2025-02-05 20:06,회원,20250129-0000322-01,5,루틸쿼츠 엘레나스톤,P0000CJK,이뻐요~~감사합니다,1100,M,알파리뷰
7700,2025-02-05 20:20,회원,20250129-0000659-02,5,호안오닉스 비고르 키링,P0000CIT,"생각한 것 이상으로 꼼꼼하게 만들어진 키링이에요~!! 
여러개 고민하다가 결정했는데~넘 잘한거 같아용~♡♡",600,,알파리뷰
7706,2025-02-06 2:41,시스템수집,,1,호안오닉스 팬텀골드,P0000BWS,배송이 느리고 안내한 날짜를 지키지 않음(2025-02-05 08:34:47 에 등록된 네이버 페이 구매평),0, ,CAFE24
7707,2025-02-06 2:45,시스템수집,,5,자마노 아가페스톤,P0000CHD,차고있으면 아이에게 좋다고해서 구매했어요(2025-02-05 14:28:04 에 등록된 네이버 페이 구매평),0, ,CAFE24
7708,2025-02-06 3:45,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	아이들잘되길바라며 구매했는데 너무 이뻐요 다들 이뿌다고해요

				
				
(2025-02-05 20:40:52 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7709,2025-02-06 3:53,시스템수집,,5,자마노 아가페스톤,P0000CHD,"
	포장이 꼼꼼하고 이쁘네요

				
				
				
				
(2025-02-05 21:12:32 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7716,2025-02-06 19:19,회원,20250130-0000286-01,5,하울오닉스 블루머스크,P0000BWO,"상품케이스가 맘에 쏙 듭니다.
그리고 선물로 주신 키링도 가지고 있으면 뭔가 행운이 올거같은 느낌이 들더군요^^
팔찌는 받는 즉시 손목에 딱 했습니다.
정성이 느껴지는 팔찌  보내주셔서 감사합니다.",600,S,알파리뷰
7718,2025-02-06 19:37,NPAY 비회원,20250131-0000564-01,5,자마노 레브스톤 4mm,P0000BLN,깔끔하니 이뻐요.사은품으로 주신 키링도 마음에 들어요^^,600,XL,알파리뷰
7728,2025-02-06 20:13,NPAY 비회원,20250127-0000443-01,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,좋아요 이쁘네요 키링도 감사합니다 또 구매하고 싶어요,600,XL,알파리뷰
7729,2025-02-06 20:21,회원,20250130-0000394-01,5,팬텀골드 커플세트,P0000CHR,선물용으로 구매했어요,600,S/L,알파리뷰
7731,2025-02-06 20:24,회원,20250204-0000078-01,5,카네스톤 커플세트,P0000CHT,"생일선물로 구매한거였는데.. 
급하게 주문하기도 했고 
사이즈땜에 여쭤보며 겸사겸사 빠른 배송 부탁드렸더니
세상에나 딱 바로 전날 도착했어요!
너무 예쁘다고 만족해하는 모습에 뿌듯뿌듯!
포장도 너무 이쁘고 주신 열쇠고리도 감사하게 잘 쓰겠습니다!",300,S/L,알파리뷰
7732,2025-02-06 21:24,NPAY 비회원,20250128-0000018-01,5,하울오닉스 시엘스톤,P0000BWF,맘에 들어요. 자석식 샀는데 자꾸 풀려서 추가 주문했어요.,1100,XL,알파리뷰
7736,2025-02-07 1:07,회원,20250126-0000041-01,2,아레테스톤 커플세트,P0000CHM,사진보다 알이 너무 작아서 많이 아쉽네요. 다음엔 조금 큰사이즈로 하려고 생각중이네요.,600,호안크리스탈 M/호안크리스탈 L,알파리뷰
7737,2025-02-07 3:18,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,"
	슬림해서 과하지 않고 좋네요

				
				
				
				
(2025-02-06 16:06:22 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7739,2025-02-07 8:46,회원,20250202-0000467-01,5,호안석 골드 플렌티스톤,P0000BPL,"좋은 제품 잘 받았습니다. 사은품도 또한 잘 받았습니다.
올한해도 좋은 기운 받았으면 좋겠네요 ㅎㅎ",1100,M,알파리뷰
7740,2025-02-07 11:22,회원,20250129-0000293-01,5,자마노 아가페스톤,P0000CHD,의미가 있어서 넘 맘들어요~~  케이스며 안에 내용들~  정성이 느껴지고 고급졌어요~^^  내돈내산인데도  나에게 주는 기분좋아지는  선물같아요~^^,600,XL,알파리뷰
7741,2025-02-07 14:15,회원,20250205-0000298-02,5,호안석 골드 플렌티스톤,P0000BPL,"우연히 광고떠서 보다 마음에 들어 주문했어요.
어떤걸로 주문해야 할지 몰라 상담드렸더니 친절하게 답해주셨고 사이즈도 알려주셔서 그대로 주문했어요.
배송도 빨랐고 기대로 상자를 열어본 순간 너무 마음에 들었어요.
처음엔 알이 작나 싶었는데 착용해 본 순간 딱 원하던 사이즈였어요~
다른것도 주문할까 싶어 구경합니다 ㅋㅋ",1100,M,알파리뷰
7742,2025-02-07 16:06,회원,20250127-0000351-01,5,호안헤마 페르스톤,P0000BWD,주문하고 시간이 좀 걸리긴 했지만 참고 기다린 보람이 있네요. 착용감도 좋고 너무 예뻐요.,1100,XL,알파리뷰
7746,2025-02-07 19:25,회원,20250201-0000666-02,5,루틸쿼츠 엘레나스톤,P0000CJK,레이어드 하기 좋으네요.마음에들고 예뻐요 ^^,1100,S,알파리뷰
7749,2025-02-07 19:34,비회원,20250203-0000318-01,5,자마노 레브스톤 4mm,P0000BLN,"너무 마음에 들어요.
예쁜 빛깔처럼 올해 저의 운도 함께 상승 할것 같은 
기분이 들어요.^^
기분이 들어요.^^",1100,L,알파리뷰
7755,2025-02-08 2:41,시스템수집,,5,쇼핑백,P0000BVU,"품질, 배송 모두 만족합니다(2025-02-07 08:57:28 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7756,2025-02-08 2:41,시스템수집,,5,리체 마제스톤 세트,P0000BPJ,"품질, 배송 모두 만족합니다(2025-02-07 08:57:08 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7757,2025-02-08 2:43,시스템수집,,3,자마노 아가페스톤,P0000CHD,배송빠르고 그냥 하고 다닐려고요(2025-02-07 10:04:13 에 등록된 네이버 페이 구매평),0, ,CAFE24
7758,2025-02-08 3:21,시스템수집,,5,호안석 골드 플렌티스톤,P0000BPL,"
	새해 기념으로 구매했는데 이뻐요 m사이즈로 구매하길 잘한거같아요

				
				
(2025-02-07 15:34:01 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7759,2025-02-08 3:28,시스템수집,,5,호안스트랩 리코스톤,P0000CGN,"
	부모님 선물로 구입했는데 
너무 이쁘고 딱 맞아서 만족해요
부모님도 마음에 들어하셔서 더 좋아요

				
				
(2025-02-07 17:18:47 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7760,2025-02-08 8:18,회원,20250201-0000924-01,5,팬텀골드 커플세트,P0000CHR,이쁘네요!! 잘 착용하겠습니다!!^^,600,XXL/L,알파리뷰
7765,2025-02-09 2:44,시스템수집,,3,쇼핑백,P0000BVU,"쇼핑백이 색상도 맘에들고
여러모로 사용하기에 좋겠어요(2025-02-08 12:05:17 에 등록된 네이버 페이 구매평)",0, ,CAFE24
7767,2025-02-09 3:01,시스템수집,,5,비전스톤 커플세트,P0000CIW,"
	색상 및 디자인이 너무 맘에 들어요
생각한 그대로 딱~

				
				
(2025-02-08 12:08:26 에 등록된 네이버 페이 구매평)",0, ,CAFE24
